1787548409328416000,brokercrash-nsqd-1,14.61%,11.93MiB / 7.817GiB
1787548413592290000,brokercrash-nsqd-1,15.84%,13.48MiB / 7.817GiB
1787548417951918000,brokercrash-nsqd-1,17.28%,13.23MiB / 7.817GiB
1787548422169764000,brokercrash-nsqd-1,18.02%,13.34MiB / 7.817GiB
1787548426376441000,brokercrash-nsqd-1,15.36%,13.14MiB / 7.817GiB
1787548430674389000,brokercrash-nsqd-1,15.39%,13.54MiB / 7.817GiB
1787548434981867000,brokercrash-nsqd-1,19.78%,13.59MiB / 7.817GiB
1787548439258293000,brokercrash-nsqd-1,0.63%,12.19MiB / 7.817GiB
1787548443477053000,brokercrash-nsqd-1,0.14%,11.95MiB / 7.817GiB
1787548447689083000,brokercrash-nsqd-1,0.13%,11.95MiB / 7.817GiB
