1787547619895191000,brokercrash-kafka-1,55.81%,382.7MiB / 7.817GiB
1787547624139870000,brokercrash-kafka-1,55.07%,395.4MiB / 7.817GiB
1787547628534494000,brokercrash-kafka-1,34.51%,406.3MiB / 7.817GiB
1787547632870951000,brokercrash-kafka-1,25.93%,400.8MiB / 7.817GiB
1787547637138629000,brokercrash-kafka-1,38.84%,441.8MiB / 7.817GiB
1787547641487177000,brokercrash-kafka-1,24.77%,392.8MiB / 7.817GiB
1787547645721242000,brokercrash-kafka-1,18.92%,402.9MiB / 7.817GiB
1787547649965067000,brokercrash-kafka-1,1.66%,416.3MiB / 7.817GiB
1787547654177821000,brokercrash-kafka-1,1.41%,401.5MiB / 7.817GiB
1787547658525063000,brokercrash-kafka-1,2.90%,402.1MiB / 7.817GiB
