1787547912826546000,brokercrash-kafka-1,54.82%,286.9MiB / 7.817GiB
1787547917173797000,brokercrash-kafka-1,67.03%,319.5MiB / 7.817GiB
1787547921409676000,brokercrash-kafka-1,40.15%,319.9MiB / 7.817GiB
1787547925680135000,brokercrash-kafka-1,16.78%,315.2MiB / 7.817GiB
1787547929890070000,brokercrash-kafka-1,45.28%,328.6MiB / 7.817GiB
1787547934171137000,brokercrash-kafka-1,12.37%,359.8MiB / 7.817GiB
1787547938369158000,brokercrash-kafka-1,14.24%,372.8MiB / 7.817GiB
1787547942678049000,brokercrash-kafka-1,1.42%,389.9MiB / 7.817GiB
1787547946857635000,brokercrash-kafka-1,2.40%,376.5MiB / 7.817GiB
1787547951053488000,brokercrash-kafka-1,2.47%,376.5MiB / 7.817GiB
1787547955322936000,brokercrash-kafka-1,1.71%,373.5MiB / 7.817GiB
1787547959515289000,brokercrash-kafka-1,1.76%,373.5MiB / 7.817GiB
1787547963709206000,brokercrash-kafka-1,1.19%,374.6MiB / 7.817GiB
1787547967975706000,brokercrash-kafka-1,1.22%,374.6MiB / 7.817GiB
1787547972177507000,brokercrash-kafka-1,1.59%,376.3MiB / 7.817GiB
1787547976368865000,brokercrash-kafka-1,1.52%,376.2MiB / 7.817GiB
1787547980553396000,brokercrash-kafka-1,2.11%,376.3MiB / 7.817GiB
1787547984735437000,brokercrash-kafka-1,1.43%,376.1MiB / 7.817GiB
1787547988930047000,brokercrash-kafka-1,1.23%,378.8MiB / 7.817GiB
1787547993143852000,brokercrash-kafka-1,1.90%,377.2MiB / 7.817GiB
1787547997358368000,brokercrash-kafka-1,1.79%,380.8MiB / 7.817GiB
1787548001586431000,brokercrash-kafka-1,1.11%,366.5MiB / 7.817GiB
