1787548465054655000,brokercrash-nsqd-1,19.36%,7.055MiB / 7.817GiB
1787548469292410000,brokercrash-nsqd-1,17.99%,8.137MiB / 7.817GiB
1787548473513423000,brokercrash-nsqd-1,15.77%,7.914MiB / 7.817GiB
1787548477735252000,brokercrash-nsqd-1,11.20%,8.191MiB / 7.817GiB
1787548481935072000,brokercrash-nsqd-1,20.70%,7.555MiB / 7.817GiB
1787548486244269000,brokercrash-nsqd-1,17.06%,8.512MiB / 7.817GiB
1787548490519919000,brokercrash-nsqd-1,18.66%,8.605MiB / 7.817GiB
1787548494837261000,brokercrash-nsqd-1,0.63%,8.254MiB / 7.817GiB
1787548499127175000,brokercrash-nsqd-1,0.14%,7.457MiB / 7.817GiB
1787548503327815000,brokercrash-nsqd-1,0.14%,7.457MiB / 7.817GiB
1787548507544911000,brokercrash-nsqd-1,0.13%,7.457MiB / 7.817GiB
1787548511732032000,brokercrash-nsqd-1,0.14%,7.457MiB / 7.817GiB
1787548515927050000,brokercrash-nsqd-1,0.14%,7.457MiB / 7.817GiB
1787548520128598000,brokercrash-nsqd-1,0.17%,7.457MiB / 7.817GiB
1787548524322082000,brokercrash-nsqd-1,0.20%,7.457MiB / 7.817GiB
1787548528943271000,brokercrash-nsqd-1,0.44%,7.457MiB / 7.817GiB
1787548533165140000,brokercrash-nsqd-1,0.32%,7.457MiB / 7.817GiB
1787548537381968000,brokercrash-nsqd-1,0.33%,7.941MiB / 7.817GiB
1787548541604740000,brokercrash-nsqd-1,0.17%,12.12MiB / 7.817GiB
1787548545790106000,brokercrash-nsqd-1,0.24%,11.88MiB / 7.817GiB
1787548550036366000,brokercrash-nsqd-1,0.24%,11.88MiB / 7.817GiB
1787548554248693000,brokercrash-nsqd-1,0.16%,11.88MiB / 7.817GiB
