1787548242476190000,brokercrash-nsqd-1,14.93%,13.44MiB / 7.817GiB
1787548246686529000,brokercrash-nsqd-1,15.17%,14.31MiB / 7.817GiB
1787548250950239000,brokercrash-nsqd-1,19.33%,14.43MiB / 7.817GiB
1787548255519290000,brokercrash-nsqd-1,36.87%,15MiB / 7.817GiB
1787548259740972000,brokercrash-nsqd-1,15.36%,14.75MiB / 7.817GiB
1787548264028433000,brokercrash-nsqd-1,16.70%,14.51MiB / 7.817GiB
1787548268245001000,brokercrash-nsqd-1,15.37%,15.26MiB / 7.817GiB
1787548272473245000,brokercrash-nsqd-1,0.41%,7.539MiB / 7.817GiB
1787548276680440000,brokercrash-nsqd-1,0.15%,7.211MiB / 7.817GiB
1787548280880836000,brokercrash-nsqd-1,0.15%,7.211MiB / 7.817GiB
