1787549054945965000,brokercrash-rabbit-1,95.13%,103.6MiB / 7.817GiB
1787549059250076000,brokercrash-rabbit-1,91.45%,97.3MiB / 7.817GiB
1787549063603391000,brokercrash-rabbit-1,88.63%,95.48MiB / 7.817GiB
1787549067845576000,brokercrash-rabbit-1,89.73%,94.92MiB / 7.817GiB
1787549072204881000,brokercrash-rabbit-1,93.78%,91.33MiB / 7.817GiB
1787549076477902000,brokercrash-rabbit-1,94.84%,88.6MiB / 7.817GiB
1787549080791529000,brokercrash-rabbit-1,90.25%,80.26MiB / 7.817GiB
1787549084997885000,brokercrash-rabbit-1,0.77%,80.42MiB / 7.817GiB
1787549089306721000,brokercrash-rabbit-1,0.12%,79.13MiB / 7.817GiB
1787549093505915000,brokercrash-rabbit-1,0.15%,78.54MiB / 7.817GiB
