1787547802436596000,brokercrash-kafka-1,46.75%,323.1MiB / 7.817GiB
1787547806652785000,brokercrash-kafka-1,53.31%,334.5MiB / 7.817GiB
1787547810945289000,brokercrash-kafka-1,26.32%,342.8MiB / 7.817GiB
1787547815147684000,brokercrash-kafka-1,16.51%,336.5MiB / 7.817GiB
1787547819375345000,brokercrash-kafka-1,20.54%,347.5MiB / 7.817GiB
1787547823591050000,brokercrash-kafka-1,13.84%,371.2MiB / 7.817GiB
1787547827851499000,brokercrash-kafka-1,12.84%,387MiB / 7.817GiB
1787547832049369000,brokercrash-kafka-1,11.54%,408.8MiB / 7.817GiB
1787547836310718000,brokercrash-kafka-1,1.56%,390.2MiB / 7.817GiB
1787547840547507000,brokercrash-kafka-1,1.56%,389.4MiB / 7.817GiB
1787547844754027000,brokercrash-kafka-1,1.98%,390.8MiB / 7.817GiB
1787547848953040000,brokercrash-kafka-1,1.89%,390.6MiB / 7.817GiB
1787547853171419000,brokercrash-kafka-1,1.24%,391.5MiB / 7.817GiB
1787547857438887000,brokercrash-kafka-1,1.13%,391.5MiB / 7.817GiB
1787547861634999000,brokercrash-kafka-1,1.60%,392.2MiB / 7.817GiB
1787547865850110000,brokercrash-kafka-1,2.08%,401.1MiB / 7.817GiB
1787547870086634000,brokercrash-kafka-1,2.63%,403.2MiB / 7.817GiB
1787547874315136000,brokercrash-kafka-1,1.55%,401.2MiB / 7.817GiB
1787547878508659000,brokercrash-kafka-1,1.35%,404MiB / 7.817GiB
1787547882726049000,brokercrash-kafka-1,2.87%,402.3MiB / 7.817GiB
1787547886932681000,brokercrash-kafka-1,2.10%,403.3MiB / 7.817GiB
1787547891118119000,brokercrash-kafka-1,1.45%,403.4MiB / 7.817GiB
