1787549429232687000,brokercrash-rabbit-1,96.80%,101.8MiB / 7.817GiB
1787549433462936000,brokercrash-rabbit-1,96.48%,91.48MiB / 7.817GiB
1787549437945791000,brokercrash-rabbit-1,95.07%,89.15MiB / 7.817GiB
1787549442218220000,brokercrash-rabbit-1,67.95%,99.1MiB / 7.817GiB
1787549446496621000,brokercrash-rabbit-1,103.09%,133MiB / 7.817GiB
1787549450888600000,brokercrash-rabbit-1,92.78%,124.6MiB / 7.817GiB
1787549455149213000,brokercrash-rabbit-1,93.28%,117.9MiB / 7.817GiB
1787549459399188000,brokercrash-rabbit-1,0.77%,108.3MiB / 7.817GiB
1787549463609083000,brokercrash-rabbit-1,0.20%,102MiB / 7.817GiB
1787549467822463000,brokercrash-rabbit-1,0.14%,95.37MiB / 7.817GiB
1787549472069553000,brokercrash-rabbit-1,0.15%,85.83MiB / 7.817GiB
1787549476274903000,brokercrash-rabbit-1,0.17%,81.64MiB / 7.817GiB
1787549480540181000,brokercrash-rabbit-1,0.13%,80.59MiB / 7.817GiB
1787549484834163000,brokercrash-rabbit-1,0.85%,83.6MiB / 7.817GiB
1787549489071731000,brokercrash-rabbit-1,0.16%,83.4MiB / 7.817GiB
1787549493297213000,brokercrash-rabbit-1,0.16%,87.26MiB / 7.817GiB
1787549497491692000,brokercrash-rabbit-1,0.13%,87.26MiB / 7.817GiB
1787549501698120000,brokercrash-rabbit-1,0.15%,87.68MiB / 7.817GiB
1787549505921718000,brokercrash-rabbit-1,0.20%,87.26MiB / 7.817GiB
1787549510156445000,brokercrash-rabbit-1,0.64%,87.69MiB / 7.817GiB
1787549514354134000,brokercrash-rabbit-1,0.38%,87.28MiB / 7.817GiB
1787549518567204000,brokercrash-rabbit-1,0.11%,87.28MiB / 7.817GiB
