1787549323437512000,brokercrash-rabbit-1,96.24%,102MiB / 7.817GiB
1787549327722211000,brokercrash-rabbit-1,95.25%,96.11MiB / 7.817GiB
1787549332052098000,brokercrash-rabbit-1,88.00%,91.36MiB / 7.817GiB
1787549336329102000,brokercrash-rabbit-1,67.74%,106.2MiB / 7.817GiB
1787549340604923000,brokercrash-rabbit-1,105.97%,140.1MiB / 7.817GiB
1787549345053037000,brokercrash-rabbit-1,90.33%,132.5MiB / 7.817GiB
1787549349318660000,brokercrash-rabbit-1,94.61%,122.8MiB / 7.817GiB
1787549353567812000,brokercrash-rabbit-1,0.85%,106.8MiB / 7.817GiB
1787549357772037000,brokercrash-rabbit-1,0.17%,103MiB / 7.817GiB
1787549362009773000,brokercrash-rabbit-1,0.15%,99.28MiB / 7.817GiB
1787549366243305000,brokercrash-rabbit-1,0.14%,92.06MiB / 7.817GiB
1787549370443362000,brokercrash-rabbit-1,0.18%,85.47MiB / 7.817GiB
1787549374705542000,brokercrash-rabbit-1,0.16%,81.91MiB / 7.817GiB
1787549378920563000,brokercrash-rabbit-1,0.35%,79.8MiB / 7.817GiB
1787549383143457000,brokercrash-rabbit-1,0.29%,80.31MiB / 7.817GiB
1787549387355035000,brokercrash-rabbit-1,0.19%,79.91MiB / 7.817GiB
1787549391553015000,brokercrash-rabbit-1,0.12%,79.82MiB / 7.817GiB
1787549395750480000,brokercrash-rabbit-1,0.22%,80.69MiB / 7.817GiB
1787549399968329000,brokercrash-rabbit-1,0.18%,84.29MiB / 7.817GiB
1787549404175319000,brokercrash-rabbit-1,0.51%,84.93MiB / 7.817GiB
1787549408410402000,brokercrash-rabbit-1,0.37%,84.67MiB / 7.817GiB
1787549412637019000,brokercrash-rabbit-1,0.12%,84.67MiB / 7.817GiB
