1787548941938904000,brokercrash-rabbit-1,95.09%,90.81MiB / 7.817GiB
1787548946170890000,brokercrash-rabbit-1,93.39%,84.22MiB / 7.817GiB
1787548950450183000,brokercrash-rabbit-1,84.82%,84.93MiB / 7.817GiB
1787548954805482000,brokercrash-rabbit-1,95.50%,82.79MiB / 7.817GiB
1787548959126046000,brokercrash-rabbit-1,97.16%,81.43MiB / 7.817GiB
1787548963341679000,brokercrash-rabbit-1,94.80%,81.44MiB / 7.817GiB
1787548967644832000,brokercrash-rabbit-1,93.26%,82.32MiB / 7.817GiB
1787548971867859000,brokercrash-rabbit-1,0.59%,81.81MiB / 7.817GiB
1787548976133387000,brokercrash-rabbit-1,0.13%,81.11MiB / 7.817GiB
1787548980354970000,brokercrash-rabbit-1,0.15%,81.12MiB / 7.817GiB
