1787548675862168000,brokercrash-nsqd-1,18.41%,8.156MiB / 7.817GiB
1787548680100307000,brokercrash-nsqd-1,16.17%,9.48MiB / 7.817GiB
1787548684411860000,brokercrash-nsqd-1,23.44%,9.617MiB / 7.817GiB
1787548688667842000,brokercrash-nsqd-1,16.86%,9.809MiB / 7.817GiB
1787548693095847000,brokercrash-nsqd-1,32.87%,10.12MiB / 7.817GiB
1787548697430759000,brokercrash-nsqd-1,17.31%,10.05MiB / 7.817GiB
1787548701644328000,brokercrash-nsqd-1,15.93%,9.863MiB / 7.817GiB
1787548705949928000,brokercrash-nsqd-1,0.96%,9.441MiB / 7.817GiB
1787548710164754000,brokercrash-nsqd-1,0.16%,9.062MiB / 7.817GiB
1787548714412133000,brokercrash-nsqd-1,0.17%,9.062MiB / 7.817GiB
1787548718610335000,brokercrash-nsqd-1,0.18%,9.062MiB / 7.817GiB
1787548722796222000,brokercrash-nsqd-1,0.25%,12.84MiB / 7.817GiB
1787548727060994000,brokercrash-nsqd-1,0.26%,12.6MiB / 7.817GiB
1787548731284083000,brokercrash-nsqd-1,0.15%,12.6MiB / 7.817GiB
1787548735476029000,brokercrash-nsqd-1,0.15%,12.6MiB / 7.817GiB
1787548739715173000,brokercrash-nsqd-1,0.22%,12.6MiB / 7.817GiB
1787548743904597000,brokercrash-nsqd-1,0.15%,12.6MiB / 7.817GiB
1787548748102629000,brokercrash-nsqd-1,0.29%,12.85MiB / 7.817GiB
1787548752307788000,brokercrash-nsqd-1,0.12%,12.64MiB / 7.817GiB
1787548756497857000,brokercrash-nsqd-1,0.17%,12.63MiB / 7.817GiB
