1787548353319737000,brokercrash-nsqd-1,14.16%,7.691MiB / 7.817GiB
1787548357524661000,brokercrash-nsqd-1,15.75%,8.16MiB / 7.817GiB
1787548361831570000,brokercrash-nsqd-1,16.15%,9.809MiB / 7.817GiB
1787548366065936000,brokercrash-nsqd-1,16.56%,9.926MiB / 7.817GiB
1787548370313422000,brokercrash-nsqd-1,15.81%,9.777MiB / 7.817GiB
1787548374510036000,brokercrash-nsqd-1,15.25%,10.03MiB / 7.817GiB
1787548378767744000,brokercrash-nsqd-1,18.00%,9.977MiB / 7.817GiB
1787548383249291000,brokercrash-nsqd-1,0.88%,9.066MiB / 7.817GiB
1787548387578053000,brokercrash-nsqd-1,0.18%,8.824MiB / 7.817GiB
1787548391817736000,brokercrash-nsqd-1,0.14%,8.824MiB / 7.817GiB
