1787548780672273000,brokercrash-nsqd-1,14.80%,6.977MiB / 7.817GiB
1787548784898238000,brokercrash-nsqd-1,15.81%,7.926MiB / 7.817GiB
1787548789223160000,brokercrash-nsqd-1,15.58%,8.273MiB / 7.817GiB
1787548793539898000,brokercrash-nsqd-1,11.49%,8.211MiB / 7.817GiB
1787548797738833000,brokercrash-nsqd-1,25.20%,8.551MiB / 7.817GiB
1787548801990616000,brokercrash-nsqd-1,16.55%,8.078MiB / 7.817GiB
1787548806221931000,brokercrash-nsqd-1,16.03%,8.473MiB / 7.817GiB
1787548810463384000,brokercrash-nsqd-1,1.02%,8.477MiB / 7.817GiB
1787548814697639000,brokercrash-nsqd-1,0.15%,7.41MiB / 7.817GiB
1787548818894588000,brokercrash-nsqd-1,0.14%,7.41MiB / 7.817GiB
1787548823088530000,brokercrash-nsqd-1,0.14%,7.41MiB / 7.817GiB
1787548827283848000,brokercrash-nsqd-1,0.14%,7.41MiB / 7.817GiB
1787548831486575000,brokercrash-nsqd-1,0.18%,7.41MiB / 7.817GiB
1787548835679950000,brokercrash-nsqd-1,0.16%,7.41MiB / 7.817GiB
1787548839896886000,brokercrash-nsqd-1,0.15%,7.41MiB / 7.817GiB
1787548844112662000,brokercrash-nsqd-1,0.16%,7.41MiB / 7.817GiB
1787548848381174000,brokercrash-nsqd-1,0.15%,7.41MiB / 7.817GiB
1787548852593850000,brokercrash-nsqd-1,0.30%,7.656MiB / 7.817GiB
1787548856779396000,brokercrash-nsqd-1,0.17%,11.66MiB / 7.817GiB
1787548860959928000,brokercrash-nsqd-1,0.18%,11.66MiB / 7.817GiB
1787548865152476000,brokercrash-nsqd-1,0.16%,11.66MiB / 7.817GiB
1787548869355419000,brokercrash-nsqd-1,0.17%,11.66MiB / 7.817GiB
