1787547558991044000,brokercrash-kafka-1,46.95%,318.5MiB / 7.817GiB
1787547563289909000,brokercrash-kafka-1,91.95%,338MiB / 7.817GiB
1787547567526374000,brokercrash-kafka-1,35.45%,334.4MiB / 7.817GiB
1787547571745577000,brokercrash-kafka-1,24.47%,346.9MiB / 7.817GiB
1787547576002195000,brokercrash-kafka-1,28.15%,377.7MiB / 7.817GiB
1787547580224493000,brokercrash-kafka-1,23.80%,397.5MiB / 7.817GiB
1787547584569704000,brokercrash-kafka-1,17.43%,412MiB / 7.817GiB
1787547588775773000,brokercrash-kafka-1,9.76%,425MiB / 7.817GiB
1787547592997702000,brokercrash-kafka-1,3.13%,403MiB / 7.817GiB
1787547597223811000,brokercrash-kafka-1,1.75%,401.8MiB / 7.817GiB
