1787549111276061000,brokercrash-rabbit-1,95.20%,94.8MiB / 7.817GiB
1787549115604821000,brokercrash-rabbit-1,95.56%,87.58MiB / 7.817GiB
1787549119821812000,brokercrash-rabbit-1,93.90%,85.93MiB / 7.817GiB
1787549124257971000,brokercrash-rabbit-1,69.67%,98.38MiB / 7.817GiB
1787549128614574000,brokercrash-rabbit-1,107.24%,142.9MiB / 7.817GiB
1787549132880104000,brokercrash-rabbit-1,93.70%,135.3MiB / 7.817GiB
1787549137123322000,brokercrash-rabbit-1,92.79%,130.5MiB / 7.817GiB
1787549141368002000,brokercrash-rabbit-1,0.90%,123.5MiB / 7.817GiB
1787549145648029000,brokercrash-rabbit-1,0.21%,113.9MiB / 7.817GiB
1787549149858871000,brokercrash-rabbit-1,0.15%,108.8MiB / 7.817GiB
1787549154066099000,brokercrash-rabbit-1,0.16%,100.2MiB / 7.817GiB
1787549158279474000,brokercrash-rabbit-1,1.17%,90.8MiB / 7.817GiB
1787549162479160000,brokercrash-rabbit-1,0.13%,86.77MiB / 7.817GiB
1787549166688177000,brokercrash-rabbit-1,0.34%,86.35MiB / 7.817GiB
1787549170903940000,brokercrash-rabbit-1,0.53%,84.44MiB / 7.817GiB
1787549175187224000,brokercrash-rabbit-1,0.14%,84.01MiB / 7.817GiB
1787549179394281000,brokercrash-rabbit-1,0.20%,84.01MiB / 7.817GiB
1787549183610781000,brokercrash-rabbit-1,0.21%,84.01MiB / 7.817GiB
1787549187888816000,brokercrash-rabbit-1,0.19%,84.01MiB / 7.817GiB
1787549192109398000,brokercrash-rabbit-1,0.12%,84.42MiB / 7.817GiB
1787549196331745000,brokercrash-rabbit-1,0.58%,84.01MiB / 7.817GiB
1787549200591019000,brokercrash-rabbit-1,0.37%,84.5MiB / 7.817GiB
